,episode,score,avg_score
1075,1075,20.0,15.24
1076,1076,12.0,15.27
1077,1077,14.0,15.25
1078,1078,18.0,15.24
1079,1079,9.0,15.19
1080,1080,17.0,15.21
1081,1081,16.0,15.19
1082,1082,15.0,15.27
1083,1083,10.0,15.2
1084,1084,15.0,15.17
1085,1085,22.0,15.21
1086,1086,20.0,15.27
1087,1087,24.0,15.3
1088,1088,16.0,15.32
1089,1089,16.0,15.36
1090,1090,15.0,15.39
1091,1091,14.0,15.39
1092,1092,12.0,15.33
1093,1093,20.0,15.36
1094,1094,16.0,15.37
1095,1095,17.0,15.39
1096,1096,16.0,15.4
1097,1097,11.0,15.38
1098,1098,14.0,15.4
1099,1099,6.0,15.34
1100,1100,19.0,15.38
1101,1101,16.0,15.39
1102,1102,19.0,15.44
1103,1103,15.0,15.42
1104,1104,17.0,15.38
1105,1105,17.0,15.46
1106,1106,20.0,15.52
1107,1107,13.0,15.51
1108,1108,18.0,15.51
1109,1109,21.0,15.56
1110,1110,15.0,15.54
1111,1111,18.0,15.49
1112,1112,15.0,15.45
1113,1113,11.0,15.5
1114,1114,17.0,15.62
1115,1115,15.0,15.64
